average_value_gap,blotto_nash_distance,blunder_rate,comparison_axis,connect4_optimal_move_accuracy,consistency,experiment_group,game,hallucination_rate,invalid_attempt_rate,is_section14_3,legality_rate,losses,matches,model,prompt_family,prompt_family_id,run_id,run_label,scope_id,scope_type,tie_rate,ties,win_rate,wins
,0.15575,,,,"{'variance_across_trials': 0.249375, 'per_state_agreement': None, 'outcome_stability': 0.525, 'accuracy_variance': None, 'nash_distance_variance': 0.0041794375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,19,40,mock-deterministic,structured_reasoning,structured_reasoning_v1,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,parallel,architecture,0.0,0,0.525,21
,0.15625,,,,"{'variance_across_trials': 0.2275, 'per_state_agreement': None, 'outcome_stability': 0.65, 'accuracy_variance': None, 'nash_distance_variance': 0.0054984375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,26,40,mock-deterministic,structured_reasoning,structured_reasoning_v1,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,hierarchical,architecture,0.0,0,0.35,14
20010.8,,0.8,,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,structured_reasoning,structured_reasoning_v1,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,single,architecture,0.0,0,0.0,0
20010.8,,0.8,,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,structured_reasoning,structured_reasoning_v1,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,parallel,architecture,0.0,0,0.0,0
20010.8,,0.8,,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,structured_reasoning,structured_reasoning_v1,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.133,,,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,mock-deterministic,model,1.0,60,0.0,0
,,,,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,mock-deterministic,model,0.0,0,0.5,30
,0.15041666666666667,,,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,mock-deterministic,model,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,mock-deterministic,model,0.0,0,0.0,0
,0.133,,,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,structured_reasoning_v1,prompt,1.0,60,0.0,0
,,,,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,structured_reasoning_v1,prompt,0.0,0,0.5,30
,0.15041666666666667,,,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,structured_reasoning_v1,prompt,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,structured_reasoning,,run_20260410_172948_8bf1db5_dirty,final_architecture_comparison,structured_reasoning_v1,prompt,0.0,0,0.0,0
,0.14150000000000001,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.00142275}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,single,architecture,1.0,20,0.0,0
,0.128,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.003506}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,parallel,architecture,1.0,20,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,0,20,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,single,architecture,0.0,0,1.0,20
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,10,20,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,parallel,architecture,0.0,0,0.5,10
,0.1295,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.00296475}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,hierarchical,architecture,1.0,20,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,20,20,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.13925,,prompt_family,,"{'variance_across_trials': 0.1975, 'per_state_agreement': None, 'outcome_stability': 0.675, 'accuracy_variance': None, 'nash_distance_variance': 0.0044769375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,27,40,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,single,architecture,0.05,2,0.275,11
,0.15575,,prompt_family,,"{'variance_across_trials': 0.249375, 'per_state_agreement': None, 'outcome_stability': 0.525, 'accuracy_variance': None, 'nash_distance_variance': 0.0041794375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,19,40,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,parallel,architecture,0.0,0,0.525,21
,0.15625,,prompt_family,,"{'variance_across_trials': 0.2275, 'per_state_agreement': None, 'outcome_stability': 0.65, 'accuracy_variance': None, 'nash_distance_variance': 0.0054984375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,26,40,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,hierarchical,architecture,0.0,0,0.35,14
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,single,architecture,0.0,0,0.0,0
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,parallel,architecture,0.0,0,0.0,0
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,minimal,minimal_v1,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.133,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,mock-deterministic,model,1.0,60,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,mock-deterministic,model,0.0,0,0.5,30
,0.15041666666666667,,prompt_family,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,mock-deterministic,model,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,mock-deterministic,model,0.0,0,0.0,0
,0.133,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,minimal_v1,prompt,1.0,60,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,minimal_v1,prompt,0.0,0,0.5,30
,0.15041666666666667,,prompt_family,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,minimal_v1,prompt,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,minimal,,run_20260410_173015_8bf1db5_dirty,prompt_minimal_architecture_comparison,minimal_v1,prompt,0.0,0,0.0,0
,0.14150000000000001,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.00142275}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,single,architecture,1.0,20,0.0,0
,0.128,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.003506}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,parallel,architecture,1.0,20,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,0,20,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,single,architecture,0.0,0,1.0,20
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,10,20,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,parallel,architecture,0.0,0,0.5,10
,0.1295,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.00296475}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,hierarchical,architecture,1.0,20,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,20,20,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.13925,,prompt_family,,"{'variance_across_trials': 0.1975, 'per_state_agreement': None, 'outcome_stability': 0.675, 'accuracy_variance': None, 'nash_distance_variance': 0.0044769375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,27,40,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,single,architecture,0.05,2,0.275,11
,0.15575,,prompt_family,,"{'variance_across_trials': 0.249375, 'per_state_agreement': None, 'outcome_stability': 0.525, 'accuracy_variance': None, 'nash_distance_variance': 0.0041794375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,19,40,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,parallel,architecture,0.0,0,0.525,21
,0.15625,,prompt_family,,"{'variance_across_trials': 0.2275, 'per_state_agreement': None, 'outcome_stability': 0.65, 'accuracy_variance': None, 'nash_distance_variance': 0.0054984375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,26,40,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,hierarchical,architecture,0.0,0,0.35,14
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,single,architecture,0.0,0,0.0,0
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,parallel,architecture,0.0,0,0.0,0
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,chain_of_thought,chain_of_thought_v1,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.133,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,mock-deterministic,model,1.0,60,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,mock-deterministic,model,0.0,0,0.5,30
,0.15041666666666667,,prompt_family,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,mock-deterministic,model,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,mock-deterministic,model,0.0,0,0.0,0
,0.133,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,chain_of_thought_v1,prompt,1.0,60,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,chain_of_thought_v1,prompt,0.0,0,0.5,30
,0.15041666666666667,,prompt_family,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,chain_of_thought_v1,prompt,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,chain_of_thought,,run_20260410_173043_8bf1db5_dirty,prompt_chain_of_thought_architecture_comparison,chain_of_thought_v1,prompt,0.0,0,0.0,0
,0.14150000000000001,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.00142275}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,single,architecture,1.0,20,0.0,0
,0.128,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.003506}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,parallel,architecture,1.0,20,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,0,20,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,single,architecture,0.0,0,1.0,20
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,10,20,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,parallel,architecture,0.0,0,0.5,10
,0.1295,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.00296475}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,20,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,hierarchical,architecture,1.0,20,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,20,20,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.13925,,prompt_family,,"{'variance_across_trials': 0.1975, 'per_state_agreement': None, 'outcome_stability': 0.675, 'accuracy_variance': None, 'nash_distance_variance': 0.0044769375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,27,40,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,single,architecture,0.05,2,0.275,11
,0.15575,,prompt_family,,"{'variance_across_trials': 0.249375, 'per_state_agreement': None, 'outcome_stability': 0.525, 'accuracy_variance': None, 'nash_distance_variance': 0.0041794375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,19,40,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,parallel,architecture,0.0,0,0.525,21
,0.15625,,prompt_family,,"{'variance_across_trials': 0.2275, 'per_state_agreement': None, 'outcome_stability': 0.65, 'accuracy_variance': None, 'nash_distance_variance': 0.0054984375}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,26,40,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,hierarchical,architecture,0.0,0,0.35,14
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,single,architecture,0.0,0,0.0,0
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,parallel,architecture,0.0,0,0.0,0
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,10,10,mock-deterministic,legality_first,legality_first_v1,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,hierarchical,architecture,0.0,0,0.0,0
,0.133,,prompt_family,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': 0.0026676666666666667}",internal_ai_tournament,blotto,0.0,0.0,False,1.0,0,60,mock-deterministic,legality_first,,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,mock-deterministic,model,1.0,60,0.0,0
,,,prompt_family,,"{'variance_across_trials': 0.25, 'per_state_agreement': 1.0, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,False,1.0,30,60,mock-deterministic,legality_first,,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,mock-deterministic,model,0.0,0,0.5,30
,0.15041666666666667,,prompt_family,,"{'variance_across_trials': 0.23409722222222223, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.004780659722222222}",blotto_vs_bots,blotto,0.0,0.0,False,1.0,72,120,mock-deterministic,legality_first,,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,mock-deterministic,model,0.016666666666666666,2,0.38333333333333336,46
20010.8,,0.8,prompt_family,20.0,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,False,1.0,30,30,mock-deterministic,legality_first,,run_20260410_173111_8bf1db5_dirty,prompt_legality_first_architecture_comparison,mock-deterministic,model,0.0,0,0.0,0
